bin_id,var_x,var_y,cov_xy
201,370051331.4450588,171368014.35234162,-44895599.195916004
202,328518442.2821883,152146725.4168224,-38963322.999892436
203,369756539.23675233,158947766.63176054,-39252298.32326885
204,333287835.0824238,162730809.96434036,-42254834.64458576
205,383141305.92652696,150961840.8145661,-32225340.936103776
206,295173322.19601864,154366660.25615227,-34922772.856916256
207,401408483.90746456,150185393.64690065,-56751227.11153038
208,350597396.0725822,172172370.64659202,-49999420.47010346
209,391639294.73369443,158690687.85806137,-39532680.744017534
210,355590959.2928671,140396596.37178236,-39267097.92416948
211,366004318.7524282,162978906.5433878,-36038804.22077961
212,384340112.5831816,148013594.26575825,-50345227.06066608
213,415760087.7380307,185580219.78141102,-45209756.59448552
214,377233814.7926009,133645096.90501906,-53987199.21620937
215,374459261.8434583,176732508.98851097,-53130181.57900345
216,361721337.1047478,126208071.36105707,-45393687.63573064
217,351618026.1241456,193425963.09717062,-45747192.34049554
218,340264932.2684102,153659478.43851528,-34132273.886727646
219,385326574.19452566,168151724.3945044,-64292789.3415447
220,389624774.5525878,137736966.85887018,-56499569.31242624
221,355496519.1039378,183294422.88707832,-56642779.15560981
222,373941221.25471735,165951547.41275612,-46806885.85258953
223,376081678.6448157,161565673.22641066,-65944586.26773432
224,385008000.85513705,146134627.1612413,-62307037.62144464
225,375321097.5203297,168054414.76952875,-66705239.212713756
226,347318451.2699765,202768110.4682399,-39375219.47699356
227,361128102.16783696,167679839.3626102,-56684353.662383355
228,357380428.7971344,172288137.63437083,-39353847.60786857
229,350227248.85119534,190924932.94590375,-59096269.663299106
230,362997847.71732557,170774927.27382153,-42622895.803819835
231,377008338.9385223,170055444.3821873,-55500516.13141131
232,409131923.1357654,135631197.1500839,-49721818.9647575
233,341692928.66786826,202502530.54558048,-47415309.9642717
234,394314076.46254164,155587345.81882608,-44394681.87275488
